CMDLINE C:\Users\Isaac\AppData\Local\Programs\Python\Python311\python.exe copy_of_4_double_dqn.py
MEM 10581.621094 1708463272.6331
MEM 10583.496094 1708463272.7337
MEM 10585.746094 1708463272.8342
MEM 10587.246094 1708463272.9350
MEM 10589.871094 1708463273.0356
MEM 10591.375000 1708463273.1362
MEM 10594.382812 1708463273.2366
MEM 10596.398438 1708463273.3373
MEM 10598.273438 1708463273.4378
MEM 10600.148438 1708463273.5382
MEM 10602.398438 1708463273.6387
MEM 10605.023438 1708463273.7392
MEM 10607.402344 1708463273.8397
MEM 10609.527344 1708463273.9403
MEM 10612.695312 1708463274.0407
MEM 10615.550781 1708463274.1411
MEM 10616.078125 1708463274.2417
MEM 10697.128906 1708463274.3421
MEM 10793.156250 1708463274.4426
MEM 10838.664062 1708463274.5430
MEM 10857.230469 1708463274.6436
MEM 11124.679688 1708463274.7442
MEM 10988.179688 1708463274.8446
MEM 10988.179688 1708463274.9449
MEM 10988.179688 1708463275.0454
MEM 10988.179688 1708463275.1458
MEM 10600.082031 1708463275.2463
MEM 10752.351562 1708463275.3468
MEM 10888.101562 1708463275.4474
MEM 10792.097656 1708463275.5476
MEM 10792.097656 1708463275.6482
MEM 10792.097656 1708463275.7490
MEM 10888.101562 1708463275.8498
MEM 10819.882812 1708463275.9506
MEM 10888.101562 1708463276.0512
MEM 10881.292969 1708463276.1519
MEM 10888.101562 1708463276.2523
MEM 10888.101562 1708463276.3528
MEM 10792.667969 1708463276.4536
MEM 10888.101562 1708463276.5542
MEM 10792.097656 1708463276.6546
MEM 10888.101562 1708463276.7548
MEM 10843.664062 1708463276.8554
MEM 10888.101562 1708463276.9558
MEM 10888.101562 1708463277.0563
MEM 10886.101562 1708463277.1566
MEM 10888.101562 1708463277.2574
MEM 10792.097656 1708463277.3576
MEM 10888.101562 1708463277.4578
MEM 10792.097656 1708463277.5583
MEM 10888.109375 1708463277.6585
MEM 10799.734375 1708463277.7588
MEM 10888.109375 1708463277.8591
MEM 10826.273438 1708463277.9594
MEM 10888.109375 1708463278.0601
MEM 10852.382812 1708463278.1608
MEM 10888.109375 1708463278.2612
MEM 10888.109375 1708463278.3620
MEM 10816.109375 1708463278.4627
MEM 10888.109375 1708463278.5630
MEM 10792.105469 1708463278.6637
MEM 10888.109375 1708463278.7640
MEM 10793.320312 1708463278.8643
MEM 10888.109375 1708463278.9646
MEM 10792.105469 1708463279.0653
MEM 10802.816406 1708463279.1656
MEM 10793.632812 1708463279.2663
MEM 10795.882812 1708463279.3670
MEM 10798.132812 1708463279.4673
MEM 10800.382812 1708463279.5675
MEM 10802.781250 1708463279.6679
MEM 10805.031250 1708463279.7684
MEM 10807.656250 1708463279.8691
MEM 10809.906250 1708463279.9693
MEM 10812.156250 1708463280.0699
MEM 10814.406250 1708463280.1703
MEM 10816.656250 1708463280.2709
MEM 10819.070312 1708463280.3713
MEM 10821.320312 1708463280.4719
MEM 10823.570312 1708463280.5723
MEM 10826.195312 1708463280.6729
MEM 10828.445312 1708463280.7734
MEM 10831.078125 1708463280.8739
MEM 10833.425781 1708463280.9744
MEM 10836.097656 1708463281.0750
MEM 10838.347656 1708463281.1754
MEM 10840.597656 1708463281.2756
MEM 10843.226562 1708463281.3760
MEM 10845.480469 1708463281.4765
MEM 10847.734375 1708463281.5771
MEM 10850.148438 1708463281.6776
MEM 10852.777344 1708463281.7779
MEM 10855.027344 1708463281.8782
MEM 10857.652344 1708463281.9786
MEM 10859.902344 1708463282.0791
MEM 10862.527344 1708463282.1796
MEM 10864.925781 1708463282.2801
MEM 10867.179688 1708463282.3807
MEM 10869.429688 1708463282.4809
MEM 10871.679688 1708463282.5811
MEM 10874.304688 1708463282.6813
MEM 10876.929688 1708463282.7817
MEM 10879.562500 1708463282.8822
MEM 10882.343750 1708463282.9827
MEM 11045.089844 1708463283.0833
MEM 10901.113281 1708463283.1837
MEM 10883.781250 1708463283.2842
MEM 11180.210938 1708463283.3848
MEM 10982.871094 1708463283.4852
MEM 11240.121094 1708463283.5857
MEM 11078.824219 1708463283.6860
MEM 11078.824219 1708463283.7864
MEM 11078.828125 1708463283.8867
MEM 10766.460938 1708463283.9870
MEM 10706.023438 1708463284.0872
MEM 10978.757812 1708463284.1876
MEM 10882.753906 1708463284.2881
MEM 10882.753906 1708463284.3885
MEM 10882.753906 1708463284.4892
MEM 10978.757812 1708463284.5895
MEM 10882.753906 1708463284.6899
MEM 10978.757812 1708463284.7902
MEM 10882.753906 1708463284.8909
MEM 10978.757812 1708463284.9913
MEM 10882.753906 1708463285.0914
MEM 10978.757812 1708463285.1917
MEM 10942.675781 1708463285.2925
MEM 10978.757812 1708463285.3929
MEM 10931.359375 1708463285.4938
MEM 10978.757812 1708463285.5942
MEM 10952.710938 1708463285.6946
MEM 10978.757812 1708463285.7950
MEM 10975.613281 1708463285.8953
MEM 10978.757812 1708463285.9957
MEM 10976.117188 1708463286.0963
MEM 10978.757812 1708463286.1970
MEM 10978.757812 1708463286.2978
MEM 10978.757812 1708463286.3984
MEM 10978.757812 1708463286.4992
MEM 10978.757812 1708463286.5997
MEM 10963.265625 1708463286.7001
MEM 10978.757812 1708463286.8006
MEM 10975.265625 1708463286.9014
MEM 10978.757812 1708463287.0021
MEM 10978.757812 1708463287.1028
MEM 10978.757812 1708463287.2035
MEM 10978.757812 1708463287.3043
MEM 10978.757812 1708463287.4047
MEM 10978.757812 1708463287.5051
MEM 10949.488281 1708463287.6058
MEM 10978.757812 1708463287.7066
MEM 10978.757812 1708463287.8071
MEM 10978.757812 1708463287.9074
MEM 10978.757812 1708463288.0083
MEM 10706.746094 1708463288.1087
MEM 10717.457031 1708463288.2090
MEM 10707.882812 1708463288.3094
MEM 10709.761719 1708463288.4101
MEM 10712.011719 1708463288.5107
MEM 10714.636719 1708463288.6110
MEM 10716.886719 1708463288.7112
MEM 10719.144531 1708463288.8117
MEM 10721.550781 1708463288.9119
MEM 10723.800781 1708463289.0123
MEM 10726.050781 1708463289.1126
MEM 10728.300781 1708463289.2131
MEM 10730.550781 1708463289.3134
MEM 10732.800781 1708463289.4140
MEM 10735.156250 1708463289.5143
MEM 10737.453125 1708463289.6148
MEM 10739.703125 1708463289.7150
MEM 10741.953125 1708463289.8153
MEM 10744.203125 1708463289.9155
MEM 10746.453125 1708463290.0159
MEM 10748.707031 1708463290.1164
MEM 10751.121094 1708463290.2167
MEM 10753.375000 1708463290.3171
MEM 10755.253906 1708463290.4174
MEM 10757.503906 1708463290.5176
MEM 10759.753906 1708463290.6181
MEM 10761.632812 1708463290.7187
MEM 10763.882812 1708463290.8189
MEM 10766.234375 1708463290.9195
MEM 10768.906250 1708463291.0199
MEM 10771.156250 1708463291.1203
MEM 10773.406250 1708463291.2207
MEM 10775.656250 1708463291.3211
MEM 10777.906250 1708463291.4215
MEM 10780.156250 1708463291.5217
MEM 10782.945312 1708463291.6220
MEM 10785.199219 1708463291.7226
MEM 10787.832031 1708463291.8231
MEM 10790.074219 1708463291.9234
MEM 10792.324219 1708463292.0236
MEM 10794.574219 1708463292.1240
MEM 10797.300781 1708463292.2246
MEM 10799.597656 1708463292.3250
MEM 10801.847656 1708463292.4255
MEM 10804.472656 1708463292.5260
MEM 10806.722656 1708463292.6266
MEM 10809.347656 1708463292.7270
MEM 10811.597656 1708463292.8275
MEM 10814.386719 1708463292.9278
MEM 10816.636719 1708463293.0281
MEM 10819.265625 1708463293.1285
MEM 10821.898438 1708463293.2291
MEM 10824.523438 1708463293.3293
MEM 10827.148438 1708463293.4296
MEM 10827.917969 1708463293.5301
MEM 10908.980469 1708463293.6308
MEM 11005.000000 1708463293.7313
MEM 11095.574219 1708463293.8318
MEM 11103.761719 1708463293.9322
MEM 11313.558594 1708463294.0328
MEM 11200.019531 1708463294.1333
MEM 11200.019531 1708463294.2338
MEM 11200.019531 1708463294.3343
MEM 11200.019531 1708463294.4348
MEM 11128.164062 1708463294.5353
MEM 10811.921875 1708463294.6357
MEM 11026.972656 1708463294.7366
MEM 11003.945312 1708463294.8370
MEM 11003.945312 1708463294.9374
MEM 11072.343750 1708463295.0377
MEM 11053.503906 1708463295.1380
MEM 11099.949219 1708463295.2383
MEM 11096.382812 1708463295.3395
MEM 11100.000000 1708463295.4399
MEM 11098.660156 1708463295.5404
MEM 11100.000000 1708463295.6409
MEM 11096.757812 1708463295.7413
MEM 11100.000000 1708463295.8422
MEM 11094.289062 1708463295.9429
MEM 11035.511719 1708463296.0432
MEM 11100.000000 1708463296.1436
MEM 11058.734375 1708463296.2445
MEM 11100.000000 1708463296.3449
MEM 11071.597656 1708463296.4456
MEM 11024.925781 1708463296.5460
MEM 11003.996094 1708463296.6468
MEM 11100.000000 1708463296.7473
MEM 11038.117188 1708463296.8477
MEM 11100.000000 1708463296.9480
MEM 11094.421875 1708463297.0485
MEM 11100.000000 1708463297.1488
MEM 11100.000000 1708463297.2495
MEM 11003.996094 1708463297.3499
MEM 11100.000000 1708463297.4506
MEM 11100.000000 1708463297.5511
MEM 11100.000000 1708463297.6514
MEM 11062.000000 1708463297.7517
MEM 11100.000000 1708463297.8521
MEM 11003.996094 1708463297.9525
MEM 11100.000000 1708463298.0531
MEM 11042.535156 1708463298.1535
MEM 11100.000000 1708463298.2543
MEM 11100.000000 1708463298.3549
MEM 11003.996094 1708463298.4556
MEM 11100.000000 1708463298.5561
MEM 10827.988281 1708463298.6564
MEM 10838.699219 1708463298.7567
MEM 10829.273438 1708463298.8571
MEM 10831.898438 1708463298.9573
MEM 10834.648438 1708463299.0580
MEM 10836.773438 1708463299.1583
MEM 10838.648438 1708463299.2589
MEM 10840.523438 1708463299.3592
MEM 10842.773438 1708463299.4596
MEM 10845.050781 1708463299.5601
MEM 10847.656250 1708463299.6603
MEM 10849.906250 1708463299.7606
MEM 10852.156250 1708463299.8612
MEM 10854.789062 1708463299.9618
MEM 10856.656250 1708463300.0620
MEM 10859.382812 1708463300.1623
MEM 10861.679688 1708463300.2628
MEM 10864.304688 1708463300.3635
MEM 10866.554688 1708463300.4643
MEM 10868.804688 1708463300.5648
MEM 10871.429688 1708463300.6653
MEM 10873.679688 1708463300.7656
MEM 10875.937500 1708463300.8661
MEM 10878.199219 1708463300.9664
MEM 10880.828125 1708463301.0665
MEM 10882.703125 1708463301.1667
MEM 10885.328125 1708463301.2669
MEM 10887.578125 1708463301.3673
MEM 10890.308594 1708463301.4678
MEM 10892.609375 1708463301.5682
MEM 10894.859375 1708463301.6687
MEM 10897.109375 1708463301.7694
MEM 10899.359375 1708463301.8699
MEM 10901.984375 1708463301.9704
MEM 10904.234375 1708463302.0705
MEM 10906.492188 1708463302.1710
MEM 10909.117188 1708463302.2714
MEM 10911.742188 1708463302.3720
MEM 10913.996094 1708463302.4725
MEM 10916.246094 1708463302.5729
MEM 10918.496094 1708463302.6735
MEM 10921.222656 1708463302.7741
MEM 10923.535156 1708463302.8743
MEM 10925.785156 1708463302.9746
MEM 10928.410156 1708463303.0749
MEM 10930.660156 1708463303.1753
MEM 10932.914062 1708463303.2756
MEM 10935.171875 1708463303.3761
MEM 10937.429688 1708463303.4766
MEM 10939.679688 1708463303.5771
MEM 10941.933594 1708463303.6778
MEM 10944.183594 1708463303.7781
MEM 10946.058594 1708463303.8786
MEM 10948.683594 1708463303.9790
MEM 10950.562500 1708463304.0795
MEM 10953.335938 1708463304.1797
MEM 10956.335938 1708463304.2800
MEM 10958.960938 1708463304.3807
MEM 10960.468750 1708463304.4813
MEM 11041.503906 1708463304.5817
MEM 11137.503906 1708463304.6823
MEM 11193.894531 1708463304.7828
MEM 11222.648438 1708463304.8832
MEM 11469.714844 1708463304.9838
MEM 11332.570312 1708463305.0844
MEM 11332.570312 1708463305.1850
MEM 11332.570312 1708463305.2853
MEM 11332.570312 1708463305.3858
MEM 11332.570312 1708463305.4865
MEM 10944.468750 1708463305.5870
MEM 11136.496094 1708463305.6874
MEM 11232.500000 1708463305.7877
MEM 11136.496094 1708463305.8885
MEM 11136.496094 1708463305.9888
MEM 11232.500000 1708463306.0890
MEM 11232.500000 1708463306.1893
MEM 11232.500000 1708463306.2901
MEM 11200.601562 1708463306.3904
MEM 11137.191406 1708463306.4909
MEM 11136.496094 1708463306.5912
MEM 11232.500000 1708463306.6917
MEM 11181.207031 1708463306.7921
MEM 11136.496094 1708463306.8924
MEM 11136.496094 1708463306.9927
MEM 11200.500000 1708463307.0930
MEM 11232.500000 1708463307.1933
MEM 11218.878906 1708463307.2937
MEM 11232.500000 1708463307.3940
MEM 11225.773438 1708463307.4948
MEM 11232.500000 1708463307.5951
MEM 11206.441406 1708463307.6960
MEM 11232.500000 1708463307.7963
MEM 11219.300781 1708463307.8971
MEM 11232.500000 1708463307.9974
MEM 11232.500000 1708463308.0978
MEM 11232.500000 1708463308.1983
MEM 11232.500000 1708463308.2987
MEM 11232.500000 1708463308.3991
MEM 11226.406250 1708463308.4998
MEM 11157.984375 1708463308.6003
MEM 11136.496094 1708463308.7009
MEM 11232.500000 1708463308.8013
MEM 11232.500000 1708463308.9021
MEM 11151.218750 1708463309.0029
MEM 11136.496094 1708463309.1033
MEM 11232.500000 1708463309.2038
MEM 11232.500000 1708463309.3045
MEM 11232.500000 1708463309.4052
MEM 11232.500000 1708463309.5058
MEM 11232.500000 1708463309.6063
MEM 11232.500000 1708463309.7068
MEM 11136.496094 1708463309.8075
MEM 11232.500000 1708463309.9078
MEM 11136.496094 1708463310.0086
MEM 11232.500000 1708463310.1089
MEM 10973.597656 1708463310.2093
MEM 10960.488281 1708463310.3098
MEM 10963.367188 1708463310.4102
MEM 10965.617188 1708463310.5108
MEM 10967.875000 1708463310.6114
MEM 10969.750000 1708463310.7118
MEM 10972.000000 1708463310.8122
MEM 10973.875000 1708463310.9126
MEM 10975.750000 1708463311.0130
MEM 10978.382812 1708463311.1136
MEM 10980.625000 1708463311.2142
MEM 10982.882812 1708463311.3148
MEM 10985.289062 1708463311.4153
MEM 10987.539062 1708463311.5157
MEM 10990.164062 1708463311.6163
MEM 10992.414062 1708463311.7169
MEM 10994.664062 1708463311.8172
MEM 10996.914062 1708463311.9177
MEM 10999.687500 1708463312.0184
MEM 11001.937500 1708463312.1186
MEM 11004.187500 1708463312.2191
MEM 11007.148438 1708463312.3197
MEM 11008.695312 1708463312.4203
MEM 11011.320312 1708463312.5205
MEM 11014.164062 1708463312.6209
MEM 11016.359375 1708463312.7211
MEM 11018.609375 1708463312.8216
MEM 11020.867188 1708463312.9219
MEM 11023.492188 1708463313.0224
MEM 11025.742188 1708463313.1226
MEM 11027.992188 1708463313.2231
MEM 11030.390625 1708463313.3235
MEM 11033.015625 1708463313.4241
MEM 11035.265625 1708463313.5245
MEM 11037.890625 1708463313.6250
MEM 11040.527344 1708463313.7254
MEM 11042.394531 1708463313.8257
MEM 11045.027344 1708463313.9261
MEM 11047.433594 1708463314.0265
MEM 11050.058594 1708463314.1272
MEM 11052.308594 1708463314.2277
MEM 11054.558594 1708463314.3281
MEM 11056.808594 1708463314.4287
MEM 11059.445312 1708463314.5291
MEM 11061.835938 1708463314.6296
MEM 11064.460938 1708463314.7301
MEM 11066.339844 1708463314.8304
MEM 11147.390625 1708463314.9307
MEM 11318.546875 1708463315.0312
MEM 11289.808594 1708463315.1316
MEM 11342.496094 1708463315.2322
MEM 11401.914062 1708463315.3329
MEM 11438.500000 1708463315.4337
MEM 11438.441406 1708463315.5343
MEM 11438.441406 1708463315.6346
MEM 11438.441406 1708463315.7349
MEM 11050.339844 1708463315.8352
MEM 11128.457031 1708463315.9354
MEM 11338.382812 1708463316.0358
MEM 11242.378906 1708463316.1363
MEM 11242.378906 1708463316.2368
MEM 11242.378906 1708463316.3374
MEM 11338.382812 1708463316.4379
MEM 11338.382812 1708463316.5388
MEM 11325.906250 1708463316.6394
MEM 11260.332031 1708463316.7399
MEM 11242.378906 1708463316.8406
MEM 11242.378906 1708463316.9410
MEM 11338.382812 1708463317.0412
MEM 11242.390625 1708463317.1416
MEM 11338.394531 1708463317.2420
MEM 11242.390625 1708463317.3427
MEM 11338.394531 1708463317.4430
MEM 11338.394531 1708463317.5435
MEM 11242.394531 1708463317.6440
MEM 11338.398438 1708463317.7445
MEM 11242.394531 1708463317.8451
MEM 11338.398438 1708463317.9454
MEM 11242.394531 1708463318.0457
MEM 11338.398438 1708463318.1465
MEM 11248.566406 1708463318.2472
MEM 11338.398438 1708463318.3474
MEM 11242.394531 1708463318.4480
MEM 11242.394531 1708463318.5486
MEM 11326.394531 1708463318.6492
MEM 11338.398438 1708463318.7496
MEM 11281.578125 1708463318.8503
MEM 11338.398438 1708463318.9509
MEM 11338.398438 1708463319.0515
MEM 11338.398438 1708463319.1522
MEM 11338.398438 1708463319.2527
MEM 11242.394531 1708463319.3535
MEM 11338.398438 1708463319.4537
MEM 11338.398438 1708463319.5541
MEM 11242.394531 1708463319.6546
MEM 11338.398438 1708463319.7550
MEM 11247.660156 1708463319.8554
MEM 11338.398438 1708463319.9562
MEM 11242.394531 1708463320.0566
MEM 11253.105469 1708463320.1571
MEM 11243.160156 1708463320.2576
MEM 11246.160156 1708463320.3581
MEM 11248.058594 1708463320.4587
MEM 11250.308594 1708463320.5591
MEM 11252.660156 1708463320.6596
MEM 11254.597656 1708463320.7603
MEM 11257.222656 1708463320.8608
MEM 11259.472656 1708463320.9613
MEM 11261.722656 1708463321.0616
MEM 11263.972656 1708463321.1622
MEM 11266.222656 1708463321.2626
MEM 11269.378906 1708463321.3631
MEM 11270.871094 1708463321.4636
MEM 11273.121094 1708463321.5642
MEM 11275.371094 1708463321.6647
MEM 11277.621094 1708463321.7652
MEM 11279.871094 1708463321.8653
MEM 11282.496094 1708463321.9657
MEM 11284.910156 1708463322.0663
MEM 11287.917969 1708463322.1668
MEM 11289.785156 1708463322.2673
MEM 11292.039062 1708463322.3678
MEM 11294.667969 1708463322.4683
MEM 11296.917969 1708463322.5688
MEM 11299.269531 1708463322.6693
MEM 11301.941406 1708463322.7698
MEM 11304.566406 1708463322.8703
MEM 11306.816406 1708463322.9709
MEM 11309.445312 1708463323.0713
MEM 11311.695312 1708463323.1715
MEM 11314.328125 1708463323.2719
MEM 11316.734375 1708463323.3724
MEM 11318.988281 1708463323.4728
MEM 11321.238281 1708463323.5730
MEM 11323.867188 1708463323.6734
MEM 11326.144531 1708463323.7739
MEM 11329.304688 1708463323.8744
MEM 11330.851562 1708463323.9749
MEM 11333.101562 1708463324.0755
MEM 11335.023438 1708463324.1760
MEM 11337.601562 1708463324.2765
MEM 11339.851562 1708463324.3770
MEM 11341.730469 1708463324.4774
MEM 11343.605469 1708463324.5779
MEM 11346.761719 1708463324.6787
MEM 11348.253906 1708463324.7790
MEM 11350.941406 1708463324.8795
MEM 11352.769531 1708463324.9799
MEM 11355.019531 1708463325.0805
MEM 11357.269531 1708463325.1812
MEM 11359.144531 1708463325.2816
MEM 11361.917969 1708463325.3820
MEM 11364.167969 1708463325.4824
MEM 11366.480469 1708463325.5827
MEM 11412.550781 1708463325.6829
MEM 11366.917969 1708463325.7835
MEM 11367.539062 1708463325.8842
MEM 11621.304688 1708463325.9848
MEM 11466.589844 1708463326.0854
MEM 11632.046875 1708463326.1860
MEM 11562.578125 1708463326.2865
MEM 11562.578125 1708463326.3871
MEM 11562.578125 1708463326.4877
MEM 11562.578125 1708463326.5881
MEM 11557.335938 1708463326.6886
MEM 11174.480469 1708463326.7890
MEM 11345.933594 1708463326.8895
MEM 11366.488281 1708463326.9899
MEM 11462.492188 1708463327.0903
MEM 11366.488281 1708463327.1908
MEM 11428.492188 1708463327.2912
MEM 11462.492188 1708463327.3918
MEM 11445.761719 1708463327.4925
MEM 11374.937500 1708463327.5931
MEM 11366.488281 1708463327.6938
MEM 11462.492188 1708463327.7940
MEM 11421.484375 1708463327.8947
MEM 11366.488281 1708463327.9952
MEM 11366.488281 1708463328.0957
MEM 11462.492188 1708463328.1963
MEM 11462.492188 1708463328.2971
MEM 11391.718750 1708463328.3975
MEM 11366.488281 1708463328.4981
MEM 11366.488281 1708463328.5989
MEM 11462.492188 1708463328.6995
MEM 11462.492188 1708463328.7998
MEM 11366.488281 1708463328.9002
MEM 11462.492188 1708463329.0007
MEM 11366.488281 1708463329.1009
MEM 11462.500000 1708463329.2013
MEM 11401.218750 1708463329.3022
MEM 11462.500000 1708463329.4028
MEM 11396.796875 1708463329.5032
MEM 11366.496094 1708463329.6038
MEM 11462.503906 1708463329.7047
MEM 11413.000000 1708463329.8055
MEM 11462.503906 1708463329.9059
MEM 11454.281250 1708463330.0067
MEM 11462.503906 1708463330.1073
MEM 11462.503906 1708463330.2077
MEM 11366.500000 1708463330.3084
MEM 11462.503906 1708463330.4090
MEM 11366.500000 1708463330.5095
MEM 11462.503906 1708463330.6103
MEM 11366.500000 1708463330.7108
MEM 11462.503906 1708463330.8113
MEM 11366.500000 1708463330.9118
MEM 11373.226562 1708463331.0123
MEM 11366.566406 1708463331.1126
MEM 11369.507812 1708463331.2129
MEM 11372.132812 1708463331.3136
MEM 11374.382812 1708463331.4140
MEM 11376.734375 1708463331.5144
MEM 11379.250000 1708463331.6150
MEM 11381.296875 1708463331.7157
MEM 11383.546875 1708463331.8162
MEM 11385.796875 1708463331.9167
MEM 11388.046875 1708463332.0170
MEM 11390.296875 1708463332.1176
MEM 11392.273438 1708463332.2180
MEM 11394.570312 1708463332.3187
MEM 11396.820312 1708463332.4189
MEM 11399.070312 1708463332.5196
MEM 11401.320312 1708463332.6198
MEM 11403.195312 1708463332.7205
MEM 11405.445312 1708463332.8208
MEM 11407.796875 1708463332.9212
MEM 11410.109375 1708463333.0218
MEM 11412.359375 1708463333.1222
MEM 11414.609375 1708463333.2226
MEM 11416.859375 1708463333.3232
MEM 11419.109375 1708463333.4236
MEM 11420.988281 1708463333.5242
MEM 11423.761719 1708463333.6245
MEM 11426.015625 1708463333.7249
MEM 11428.265625 1708463333.8256
MEM 11430.515625 1708463333.9259
MEM 11432.765625 1708463334.0266
MEM 11435.015625 1708463334.1271
MEM 11437.269531 1708463334.2277
MEM 11439.691406 1708463334.3282
MEM 11441.941406 1708463334.4287
MEM 11443.816406 1708463334.5292
MEM 11446.066406 1708463334.6297
MEM 11448.992188 1708463334.7303
MEM 11450.968750 1708463334.8306
MEM 11454.820312 1708463334.9312
MEM 11455.945312 1708463335.0319
MEM 11458.207031 1708463335.1322
MEM 11459.707031 1708463335.2326
MEM 11462.339844 1708463335.3333
MEM 11464.582031 1708463335.4338
MEM 11466.457031 1708463335.5342
MEM 11468.707031 1708463335.6345
MEM 11470.964844 1708463335.7348
MEM 11473.218750 1708463335.8351
MEM 11475.527344 1708463335.9355
MEM 11478.097656 1708463336.0358
MEM 11480.347656 1708463336.1363
MEM 11482.972656 1708463336.2368
MEM 11484.847656 1708463336.3370
MEM 11486.871094 1708463336.4373
MEM 11489.121094 1708463336.5376
MEM 11491.746094 1708463336.6381
MEM 11493.996094 1708463336.7385
MEM 11495.871094 1708463336.8390
MEM 11498.121094 1708463336.9397
MEM 11500.371094 1708463337.0404
MEM 11502.410156 1708463337.1406
MEM 11503.535156 1708463337.2412
MEM 11408.601562 1708463337.3416
MEM 11606.152344 1708463337.4420
MEM 11557.070312 1708463337.5423
MEM 11826.097656 1708463337.6426
MEM 11603.632812 1708463337.7429
MEM 11683.902344 1708463337.8435
MEM 11699.628906 1708463337.9439
MEM 11699.628906 1708463338.0444
MEM 11699.628906 1708463338.1449
MEM 11699.628906 1708463338.2454
MEM 11699.628906 1708463338.3457
MEM 11311.527344 1708463338.4461
MEM 11410.968750 1708463338.5465
MEM 11599.558594 1708463338.6469
MEM 11503.554688 1708463338.7476
MEM 11503.554688 1708463338.8482
MEM 11503.554688 1708463338.9487
MEM 11565.257812 1708463339.0491
MEM 11528.980469 1708463339.1494
MEM 11503.566406 1708463339.2499
MEM 11599.570312 1708463339.3507
MEM 11512.128906 1708463339.4512
MEM 11503.570312 1708463339.5515
MEM 11599.574219 1708463339.6519
MEM 11503.570312 1708463339.7521
MEM 11599.574219 1708463339.8526
MEM 11503.570312 1708463339.9528
MEM 11599.574219 1708463340.0532
MEM 11568.757812 1708463340.1537
MEM 11599.574219 1708463340.2540
MEM 11599.574219 1708463340.3546
MEM 11599.574219 1708463340.4551
MEM 11599.574219 1708463340.5556
MEM 11503.570312 1708463340.6560
MEM 11599.574219 1708463340.7562
MEM 11503.570312 1708463340.8567
MEM 11599.574219 1708463340.9574
MEM 11544.250000 1708463341.0577
MEM 11599.574219 1708463341.1581
MEM 11537.996094 1708463341.2589
MEM 11503.570312 1708463341.3594
MEM 11599.574219 1708463341.4601
MEM 11591.988281 1708463341.5610
MEM 11599.574219 1708463341.6614
MEM 11503.570312 1708463341.7621
MEM 11503.570312 1708463341.8627
MEM 11599.574219 1708463341.9629
MEM 11503.570312 1708463342.0634
MEM 11599.574219 1708463342.1638
MEM 11530.523438 1708463342.2648
MEM 11599.574219 1708463342.3653
MEM 11525.789062 1708463342.4662
MEM 11599.574219 1708463342.5667
MEM 11534.953125 1708463342.6675
MEM 11599.574219 1708463342.7682
MEM 11340.671875 1708463342.8688
MEM 11327.578125 1708463342.9694
MEM 11330.578125 1708463343.0700
MEM 11332.828125 1708463343.1706
MEM 11335.078125 1708463343.2710
MEM 11336.953125 1708463343.3714
MEM 11339.203125 1708463343.4718
MEM 11341.617188 1708463343.5721
MEM 11343.867188 1708463343.6723
MEM 11346.117188 1708463343.7728
MEM 11348.367188 1708463343.8733
MEM 11350.625000 1708463343.9736
MEM 11352.867188 1708463344.0742
MEM 11355.117188 1708463344.1747
MEM 11357.515625 1708463344.2753
MEM 11359.765625 1708463344.3756
MEM 11362.015625 1708463344.4762
MEM 11364.265625 1708463344.5764
MEM 11366.515625 1708463344.6766
MEM 11368.390625 1708463344.7772
MEM 11370.640625 1708463344.8779
MEM 11373.054688 1708463344.9782
MEM 11375.304688 1708463345.0786
MEM 11377.929688 1708463345.1789
MEM 11380.179688 1708463345.2794
MEM 11382.429688 1708463345.3798
MEM 11384.679688 1708463345.4800
MEM 11386.554688 1708463345.5804
MEM 11389.332031 1708463345.6809
MEM 11391.585938 1708463345.7816
MEM 11393.835938 1708463345.8820
MEM 11396.460938 1708463345.9826
MEM 11398.726562 1708463346.0832
MEM 11400.593750 1708463346.1835
MEM 11402.953125 1708463346.2838
MEM 11405.609375 1708463346.3841
MEM 11407.132812 1708463346.4848
MEM 11409.382812 1708463346.5854
MEM 11411.632812 1708463346.6858
MEM 11413.882812 1708463346.7861
MEM 11459.519531 1708463346.8864
MEM 11509.710938 1708463346.9868
MEM 11592.062500 1708463347.0871
MEM 11902.781250 1708463347.1877
MEM 11718.128906 1708463347.2880
MEM 11851.421875 1708463347.3883
MEM 11787.109375 1708463347.4886
MEM 11787.109375 1708463347.5891
MEM 11787.109375 1708463347.6897
MEM 11787.109375 1708463347.7903
MEM 11399.011719 1708463347.8906
MEM 11517.828125 1708463347.9912
MEM 11659.027344 1708463348.0916
MEM 11591.023438 1708463348.1918
MEM 11602.308594 1708463348.2923
MEM 11591.023438 1708463348.3929
MEM 11591.023438 1708463348.4936
MEM 11687.027344 1708463348.5938
MEM 11591.023438 1708463348.6945
MEM 11591.023438 1708463348.7948
MEM 11591.023438 1708463348.8954
MEM 11687.027344 1708463348.9958
MEM 11591.023438 1708463349.0960
MEM 11687.027344 1708463349.1964
MEM 11591.023438 1708463349.2967
MEM 11677.027344 1708463349.3973
MEM 11687.027344 1708463349.4976
MEM 11687.027344 1708463349.5978
MEM 11687.027344 1708463349.6985
MEM 11667.027344 1708463349.7989
MEM 11687.027344 1708463349.8994
MEM 11659.023438 1708463350.0001
MEM 11687.027344 1708463350.1008
MEM 11673.027344 1708463350.2015
MEM 11687.027344 1708463350.3019
