CMDLINE C:\Users\Isaac\AppData\Local\Programs\Python\Python311\python.exe copy_of_4_double_dqn.py
MEM 13056.410156 1708463524.7169
MEM 13058.660156 1708463524.8175
MEM 13060.917969 1708463524.9180
MEM 13063.171875 1708463525.0184
MEM 13065.585938 1708463525.1188
MEM 13067.468750 1708463525.2192
MEM 13069.343750 1708463525.3198
MEM 13071.593750 1708463525.4204
MEM 13073.843750 1708463525.5211
MEM 13076.093750 1708463525.6215
MEM 13078.343750 1708463525.7221
MEM 13080.695312 1708463525.8226
MEM 13082.617188 1708463525.9232
MEM 13084.867188 1708463526.0236
MEM 13087.492188 1708463526.1240
MEM 13089.742188 1708463526.2245
MEM 13091.992188 1708463526.3250
MEM 13093.867188 1708463526.4256
MEM 13095.750000 1708463526.5260
MEM 13098.156250 1708463526.6262
MEM 13100.406250 1708463526.7266
MEM 13102.656250 1708463526.8271
MEM 13105.656250 1708463526.9274
MEM 13271.773438 1708463527.0276
MEM 13236.367188 1708463527.1281
MEM 13300.812500 1708463527.2286
MEM 13446.121094 1708463527.3291
MEM 13545.187500 1708463527.4296
MEM 13833.816406 1708463527.5301
MEM 13478.132812 1708463527.6306
MEM 13478.132812 1708463527.7312
MEM 13478.132812 1708463527.8318
MEM 13090.031250 1708463527.9323
MEM 13105.976562 1708463528.0327
MEM 13378.062500 1708463528.1331
MEM 13282.058594 1708463528.2337
MEM 13282.058594 1708463528.3339
MEM 13290.062500 1708463528.4342
MEM 13378.062500 1708463528.5344
MEM 13324.066406 1708463528.6352
MEM 13378.066406 1708463528.7358
MEM 13294.066406 1708463528.8362
MEM 13378.066406 1708463528.9368
MEM 13302.066406 1708463529.0375
MEM 13378.066406 1708463529.1377
MEM 13282.062500 1708463529.2381
MEM 13378.066406 1708463529.3384
MEM 13282.062500 1708463529.4389
MEM 13378.066406 1708463529.5392
MEM 13282.062500 1708463529.6398
MEM 13378.066406 1708463529.7404
MEM 13282.062500 1708463529.8407
MEM 13378.066406 1708463529.9411
MEM 13296.105469 1708463530.0419
MEM 13378.066406 1708463530.1423
MEM 13378.066406 1708463530.2427
MEM 13378.066406 1708463530.3432
MEM 13378.066406 1708463530.4438
MEM 13282.062500 1708463530.5442
MEM 13378.066406 1708463530.6449
MEM 13282.062500 1708463530.7452
MEM 13292.066406 1708463530.8456
MEM 13378.066406 1708463530.9461
MEM 13282.062500 1708463531.0463
MEM 13378.066406 1708463531.1465
MEM 13282.062500 1708463531.2470
MEM 13378.066406 1708463531.3473
MEM 13378.066406 1708463531.4475
MEM 13378.066406 1708463531.5479
MEM 13378.066406 1708463531.6486
MEM 13326.117188 1708463531.7491
MEM 13295.582031 1708463531.8494
MEM 13378.066406 1708463531.9500
MEM 13282.062500 1708463532.0506
MEM 13288.277344 1708463532.1511
MEM 13282.078125 1708463532.2517
MEM 13285.187500 1708463532.3521
MEM 13287.445312 1708463532.4526
MEM 13290.074219 1708463532.5532
MEM 13291.949219 1708463532.6535
MEM 13294.199219 1708463532.7541
MEM 13296.449219 1708463532.8545
MEM 13298.699219 1708463532.9549
MEM 13300.574219 1708463533.0553
MEM 13302.832031 1708463533.1556
MEM 13305.222656 1708463533.2562
MEM 13307.101562 1708463533.3566
MEM 13309.351562 1708463533.4569
MEM 13311.226562 1708463533.5572
MEM 13313.476562 1708463533.6574
MEM 13315.726562 1708463533.7580
MEM 13317.980469 1708463533.8582
MEM 13320.394531 1708463533.9587
MEM 13322.644531 1708463534.0588
MEM 13324.894531 1708463534.1593
MEM 13327.144531 1708463534.2598
MEM 13329.019531 1708463534.3604
MEM 13331.269531 1708463534.4610
MEM 13333.519531 1708463534.5611
MEM 13335.917969 1708463534.6618
MEM 13338.171875 1708463534.7620
MEM 13340.421875 1708463534.8623
MEM 13342.671875 1708463534.9628
MEM 13344.546875 1708463535.0632
MEM 13346.796875 1708463535.1635
MEM 13348.671875 1708463535.2638
MEM 13351.089844 1708463535.3642
MEM 13352.964844 1708463535.4646
MEM 13355.214844 1708463535.5652
MEM 13357.089844 1708463535.6658
MEM 13358.964844 1708463535.7665
MEM 13361.214844 1708463535.8671
MEM 13363.464844 1708463535.9673
MEM 13365.449219 1708463536.0676
MEM 13367.750000 1708463536.1679
MEM 13370.007812 1708463536.2681
MEM 13372.250000 1708463536.3683
MEM 13374.875000 1708463536.4685
MEM 13407.457031 1708463536.5691
MEM 13280.675781 1708463536.6694
MEM 13376.695312 1708463536.7697
MEM 13507.074219 1708463536.8705
MEM 13475.734375 1708463536.9711
MEM 13627.941406 1708463537.0715
MEM 13571.718750 1708463537.1720
MEM 13571.718750 1708463537.2726
MEM 13571.718750 1708463537.3730
MEM 13571.718750 1708463537.4733
MEM 13183.617188 1708463537.5739
MEM 13304.062500 1708463537.6743
MEM 13471.671875 1708463537.7750
MEM 13375.667969 1708463537.8758
MEM 13411.886719 1708463537.9760
MEM 13375.667969 1708463538.0762
MEM 13471.671875 1708463538.1767
MEM 13375.667969 1708463538.2772
MEM 13471.671875 1708463538.3780
MEM 13388.585938 1708463538.4789
MEM 13471.671875 1708463538.5791
MEM 13375.667969 1708463538.6797
MEM 13471.671875 1708463538.7800
MEM 13375.667969 1708463538.8808
MEM 13471.671875 1708463538.9811
MEM 13414.484375 1708463539.0819
MEM 13471.671875 1708463539.1822
MEM 13457.535156 1708463539.2827
MEM 13471.671875 1708463539.3834
MEM 13471.671875 1708463539.4838
MEM 13375.667969 1708463539.5844
MEM 13471.671875 1708463539.6847
MEM 13375.667969 1708463539.7855
MEM 13471.671875 1708463539.8859
MEM 13375.667969 1708463539.9862
MEM 13471.671875 1708463540.0870
MEM 13375.667969 1708463540.1872
MEM 13471.671875 1708463540.2876
MEM 13375.667969 1708463540.3881
MEM 13471.671875 1708463540.4884
MEM 13375.667969 1708463540.5887
MEM 13375.667969 1708463540.6892
MEM 13423.671875 1708463540.7897
MEM 13471.671875 1708463540.8900
MEM 13383.671875 1708463540.9907
MEM 13471.671875 1708463541.0912
MEM 13375.667969 1708463541.1915
MEM 13471.671875 1708463541.2919
MEM 13375.667969 1708463541.3923
MEM 13471.671875 1708463541.4929
MEM 13375.667969 1708463541.5936
MEM 13386.378906 1708463541.6940
MEM 13375.687500 1708463541.7943
MEM 13378.406250 1708463541.8945
MEM 13381.039062 1708463541.9949
MEM 13382.914062 1708463542.0953
MEM 13385.164062 1708463542.1957
MEM 13387.039062 1708463542.2963
MEM 13389.289062 1708463542.3965
MEM 13391.539062 1708463542.4968
MEM 13393.789062 1708463542.5972
MEM 13396.046875 1708463542.6975
MEM 13398.078125 1708463542.7977
MEM 13400.328125 1708463542.8982
MEM 13402.953125 1708463542.9988
MEM 13405.203125 1708463543.0990
MEM 13407.828125 1708463543.1995
MEM 13409.703125 1708463543.3000
MEM 13412.101562 1708463543.4005
MEM 13414.351562 1708463543.5008
MEM 13416.601562 1708463543.6012
MEM 13418.855469 1708463543.7015
MEM 13420.730469 1708463543.8018
MEM 13422.605469 1708463543.9023
MEM 13424.855469 1708463544.0026
MEM 13427.585938 1708463544.1029
MEM 13429.523438 1708463544.2034
MEM 13431.773438 1708463544.3036
MEM 13433.648438 1708463544.4042
MEM 13436.273438 1708463544.5044
MEM 13438.152344 1708463544.6049
MEM 13440.402344 1708463544.7055
MEM 13443.128906 1708463544.8057
MEM 13445.054688 1708463544.9061
MEM 13447.304688 1708463545.0064
MEM 13449.179688 1708463545.1070
MEM 13451.429688 1708463545.2073
MEM 13453.679688 1708463545.3076
MEM 13455.929688 1708463545.4080
MEM 13457.804688 1708463545.5084
MEM 13460.218750 1708463545.6087
MEM 13330.957031 1708463545.7089
MEM 13599.960938 1708463545.8096
MEM 13562.925781 1708463545.9098
MEM 13545.296875 1708463546.0101
MEM 13628.824219 1708463546.1104
MEM 13656.312500 1708463546.2106
MEM 13656.312500 1708463546.3108
MEM 13656.312500 1708463546.4110
MEM 13656.312500 1708463546.5115
MEM 13268.210938 1708463546.6122
MEM 13363.750000 1708463546.7126
MEM 13556.234375 1708463546.8129
MEM 13460.230469 1708463546.9135
MEM 13460.230469 1708463547.0139
MEM 13460.230469 1708463547.1142
MEM 13556.234375 1708463547.2146
MEM 13556.234375 1708463547.3153
MEM 13556.234375 1708463547.4159
MEM 13556.234375 1708463547.5165
MEM 13556.234375 1708463547.6168
MEM 13545.539062 1708463547.7173
MEM 13497.035156 1708463547.8177
MEM 13556.234375 1708463547.9185
MEM 13476.789062 1708463548.0192
MEM 13460.230469 1708463548.1199
MEM 13556.234375 1708463548.2206
MEM 13460.230469 1708463548.3213
MEM 13556.234375 1708463548.4219
MEM 13477.511719 1708463548.5223
MEM 13556.234375 1708463548.6228
MEM 13464.890625 1708463548.7232
MEM 13556.234375 1708463548.8238
MEM 13486.968750 1708463548.9244
MEM 13556.242188 1708463549.0248
MEM 13522.671875 1708463549.1252
MEM 13556.242188 1708463549.2258
MEM 13552.042969 1708463549.3262
MEM 13556.242188 1708463549.4266
MEM 13556.242188 1708463549.5272
MEM 13556.242188 1708463549.6277
MEM 13556.242188 1708463549.7280
MEM 13556.242188 1708463549.8284
MEM 13556.242188 1708463549.9287
MEM 13556.242188 1708463550.0292
MEM 13556.242188 1708463550.1300
MEM 13556.242188 1708463550.2307
MEM 13556.242188 1708463550.3313
MEM 13556.242188 1708463550.4322
MEM 13556.242188 1708463550.5329
MEM 13556.242188 1708463550.6334
MEM 13529.996094 1708463550.7338
MEM 13556.242188 1708463550.8344
MEM 13460.238281 1708463550.9349
MEM 13470.949219 1708463551.0353
MEM 13461.023438 1708463551.1358
MEM 13463.648438 1708463551.2363
MEM 13465.898438 1708463551.3366
MEM 13467.773438 1708463551.4368
MEM 13470.023438 1708463551.5373
MEM 13472.656250 1708463551.6376
MEM 13474.687500 1708463551.7380
MEM 13477.312500 1708463551.8384
MEM 13479.562500 1708463551.9387
MEM 13481.812500 1708463552.0389
MEM 13483.687500 1708463552.1393
MEM 13485.937500 1708463552.2395
MEM 13487.812500 1708463552.3400
MEM 13490.597656 1708463552.4401
MEM 13492.839844 1708463552.5404
MEM 13495.089844 1708463552.6406
MEM 13497.339844 1708463552.7410
MEM 13499.589844 1708463552.8415
MEM 13501.468750 1708463552.9421
MEM 13503.726562 1708463553.0426
MEM 13505.757812 1708463553.1428
MEM 13508.011719 1708463553.2434
MEM 13509.886719 1708463553.3439
MEM 13512.136719 1708463553.4441
MEM 13514.011719 1708463553.5447
MEM 13516.261719 1708463553.6451
MEM 13518.511719 1708463553.7456
MEM 13520.910156 1708463553.8461
MEM 13523.160156 1708463553.9467
MEM 13525.414062 1708463554.0472
MEM 13528.046875 1708463554.1477
MEM 13529.914062 1708463554.2484
MEM 13532.164062 1708463554.3490
MEM 13534.414062 1708463554.4494
MEM 13536.828125 1708463554.5500
MEM 13539.078125 1708463554.6504
MEM 13541.328125 1708463554.7507
MEM 13543.578125 1708463554.8509
MEM 13545.453125 1708463554.9515
MEM 13547.703125 1708463555.0517
MEM 13549.957031 1708463555.1521
MEM 13551.933594 1708463555.2523
MEM 13554.230469 1708463555.3525
MEM 13556.484375 1708463555.4528
MEM 13558.742188 1708463555.5533
MEM 13588.613281 1708463555.6539
MEM 13464.933594 1708463555.7542
MEM 13560.925781 1708463555.8545
MEM 13762.968750 1708463555.9547
MEM 13660.003906 1708463556.0554
MEM 13873.097656 1708463556.1557
MEM 13755.968750 1708463556.2562
MEM 13755.968750 1708463556.3565
MEM 13755.968750 1708463556.4570
MEM 13755.968750 1708463556.5573
MEM 13368.113281 1708463556.6577
MEM 13463.761719 1708463556.7583
MEM 13656.160156 1708463556.8589
MEM 13560.156250 1708463556.9597
MEM 13560.156250 1708463557.0602
MEM 13584.207031 1708463557.1609
MEM 13560.156250 1708463557.2616
MEM 13656.160156 1708463557.3622
MEM 13574.453125 1708463557.4627
MEM 13656.160156 1708463557.5634
MEM 13583.242188 1708463557.6638
MEM 13560.156250 1708463557.7645
MEM 13560.156250 1708463557.8650
MEM 13656.160156 1708463557.9656
MEM 13560.156250 1708463558.0660
MEM 13656.160156 1708463558.1662
MEM 13560.156250 1708463558.2668
MEM 13656.160156 1708463558.3674
MEM 13560.156250 1708463558.4680
MEM 13656.160156 1708463558.5685
MEM 13560.156250 1708463558.6691
MEM 13560.156250 1708463558.7694
MEM 13656.160156 1708463558.8696
MEM 13560.156250 1708463558.9700
MEM 13656.160156 1708463559.0707
MEM 13560.156250 1708463559.1713
MEM 13656.160156 1708463559.2718
MEM 13560.156250 1708463559.3723
MEM 13656.160156 1708463559.4726
MEM 13560.156250 1708463559.5728
MEM 13656.160156 1708463559.6733
MEM 13570.519531 1708463559.7737
MEM 13656.160156 1708463559.8744
MEM 13638.703125 1708463559.9753
MEM 13656.160156 1708463560.0756
MEM 13656.160156 1708463560.1760
MEM 13560.156250 1708463560.2764
MEM 13656.160156 1708463560.3767
MEM 13638.199219 1708463560.4775
MEM 13652.160156 1708463560.5779
MEM 13656.160156 1708463560.6783
MEM 13384.148438 1708463560.7785
MEM 13394.859375 1708463560.8788
MEM 13385.675781 1708463560.9794
MEM 13387.917969 1708463561.0798
MEM 13390.167969 1708463561.1803
MEM 13392.191406 1708463561.2807
MEM 13394.441406 1708463561.3810
MEM 13396.691406 1708463561.4814
MEM 13398.941406 1708463561.5818
MEM 13401.191406 1708463561.6823
MEM 13403.066406 1708463561.7827
MEM 13405.316406 1708463561.8832
MEM 13407.730469 1708463561.9838
MEM 13410.355469 1708463562.0840
MEM 13412.605469 1708463562.1844
MEM 13414.855469 1708463562.2847
MEM 13417.105469 1708463562.3851
MEM 13418.980469 1708463562.4856
MEM 13421.238281 1708463562.5858
MEM 13423.628906 1708463562.6864
MEM 13425.878906 1708463562.7867
MEM 13428.128906 1708463562.8873
MEM 13430.378906 1708463562.9875
MEM 13432.632812 1708463563.0881
MEM 13434.507812 1708463563.1887
MEM 13436.757812 1708463563.2890
MEM 13439.546875 1708463563.3894
MEM 13441.421875 1708463563.4895
MEM 13444.113281 1708463563.5897
MEM 13445.546875 1708463563.6904
MEM 13447.796875 1708463563.7908
MEM 13450.046875 1708463563.8911
MEM 13452.296875 1708463563.9916
MEM 13454.699219 1708463564.0922
MEM 13456.585938 1708463564.1924
MEM 13514.082031 1708463564.2927
MEM 13792.738281 1708463564.3934
MEM 13657.804688 1708463564.4940
MEM 13731.886719 1708463564.5946
MEM 14071.359375 1708463564.6953
MEM 13828.726562 1708463564.7958
MEM 13828.687500 1708463564.8962
MEM 13828.687500 1708463564.9966
MEM 13828.687500 1708463565.0972
MEM 13440.585938 1708463565.1978
MEM 13524.179688 1708463565.2982
MEM 13728.597656 1708463565.3986
MEM 13632.593750 1708463565.4989
MEM 13632.593750 1708463565.5992
MEM 13728.597656 1708463565.6995
MEM 13702.343750 1708463565.8002
MEM 13632.593750 1708463565.9009
MEM 13632.593750 1708463566.0011
MEM 13632.593750 1708463566.1014
MEM 13728.597656 1708463566.2020
MEM 13728.597656 1708463566.3026
MEM 13690.320312 1708463566.4033
MEM 13639.636719 1708463566.5037
MEM 13728.597656 1708463566.6039
MEM 13632.593750 1708463566.7046
MEM 13632.593750 1708463566.8053
MEM 13728.597656 1708463566.9058
MEM 13705.933594 1708463567.0066
MEM 13637.742188 1708463567.1073
MEM 13632.593750 1708463567.2076
MEM 13632.593750 1708463567.3079
MEM 13728.597656 1708463567.4083
MEM 13720.093750 1708463567.5087
MEM 13660.027344 1708463567.6089
MEM 13632.593750 1708463567.7095
MEM 13632.593750 1708463567.8100
MEM 13728.597656 1708463567.9106
MEM 13701.882812 1708463568.0111
MEM 13634.492188 1708463568.1117
MEM 13632.593750 1708463568.2120
MEM 13728.597656 1708463568.3124
MEM 13635.406250 1708463568.4132
MEM 13728.597656 1708463568.5136
MEM 13667.796875 1708463568.6144
MEM 13728.597656 1708463568.7147
MEM 13675.691406 1708463568.8156
MEM 13728.597656 1708463568.9160
MEM 13698.378906 1708463569.0165
MEM 13728.597656 1708463569.1172
MEM 13688.003906 1708463569.2178
MEM 13728.597656 1708463569.3180
MEM 13728.597656 1708463569.4187
MEM 13632.593750 1708463569.5194
MEM 13728.597656 1708463569.6196
MEM 13739.308594 1708463569.7201
MEM 13728.617188 1708463569.8206
MEM 13731.242188 1708463569.9210
MEM 13733.875000 1708463570.0215
MEM 13735.742188 1708463570.1220
MEM 13738.367188 1708463570.2225
MEM 13740.617188 1708463570.3230
MEM 13743.015625 1708463570.4235
MEM 13744.890625 1708463570.5242
MEM 13747.140625 1708463570.6246
MEM 13749.390625 1708463570.7249
MEM 13751.265625 1708463570.8253
MEM 13753.515625 1708463570.9256
MEM 13755.765625 1708463571.0261
MEM 13758.179688 1708463571.1264
MEM 13760.429688 1708463571.2266
MEM 13762.679688 1708463571.3272
MEM 13764.554688 1708463571.4275
MEM 13766.804688 1708463571.5277
MEM 13768.679688 1708463571.6282
MEM 13770.929688 1708463571.7286
MEM 13773.332031 1708463571.8292
MEM 13775.960938 1708463571.9294
MEM 13778.210938 1708463572.0299
MEM 13780.464844 1708463572.1302
MEM 13782.339844 1708463572.2305
MEM 13784.214844 1708463572.3307
MEM 13786.472656 1708463572.4310
MEM 13789.257812 1708463572.5316
MEM 13790.757812 1708463572.6318
MEM 13793.386719 1708463572.7322
MEM 13795.261719 1708463572.8326
MEM 13797.511719 1708463572.9330
MEM 13799.761719 1708463573.0335
MEM 13801.636719 1708463573.1341
MEM 13804.410156 1708463573.2346
MEM 13806.660156 1708463573.3352
MEM 13808.910156 1708463573.4358
MEM 13810.785156 1708463573.5362
MEM 13813.414062 1708463573.6368
MEM 13815.664062 1708463573.7372
MEM 13817.914062 1708463573.8375
MEM 13819.144531 1708463573.9380
MEM 13625.406250 1708463574.0382
MEM 13905.328125 1708463574.1385
MEM 13760.644531 1708463574.2387
MEM 13811.382812 1708463574.3393
MEM 13900.886719 1708463574.4395
MEM 13919.234375 1708463574.5399
MEM 13919.234375 1708463574.6403
MEM 13919.234375 1708463574.7405
MEM 13919.234375 1708463574.8410
MEM 13531.132812 1708463574.9415
MEM 13627.156250 1708463575.0418
MEM 13819.164062 1708463575.1423
MEM 13735.593750 1708463575.2430
MEM 13727.250000 1708463575.3436
MEM 13819.148438 1708463575.4442
MEM 13735.429688 1708463575.5446
MEM 13819.148438 1708463575.6453
MEM 13723.144531 1708463575.7457
MEM 13723.144531 1708463575.8461
MEM 13819.148438 1708463575.9468
MEM 13819.148438 1708463576.0472
MEM 13792.214844 1708463576.1478
MEM 13819.148438 1708463576.2482
MEM 13776.765625 1708463576.3488
MEM 13819.148438 1708463576.4496
MEM 13795.519531 1708463576.5499
MEM 13819.148438 1708463576.6504
MEM 13759.652344 1708463576.7512
MEM 13723.144531 1708463576.8518
MEM 13819.148438 1708463576.9524
MEM 13723.144531 1708463577.0532
MEM 13819.148438 1708463577.1538
MEM 13768.609375 1708463577.2546
MEM 13819.148438 1708463577.3553
MEM 13766.230469 1708463577.4562
MEM 13735.953125 1708463577.5566
MEM 13723.144531 1708463577.6569
MEM 13819.152344 1708463577.7573
MEM 13723.160156 1708463577.8578
MEM 13819.175781 1708463577.9580
MEM 13819.175781 1708463578.0586
MEM 13819.175781 1708463578.1590
MEM 13799.445312 1708463578.2593
MEM 13819.175781 1708463578.3595
MEM 13819.175781 1708463578.4602
MEM 13783.175781 1708463578.5609
MEM 13819.175781 1708463578.6613
MEM 13723.171875 1708463578.7617
MEM 13819.175781 1708463578.8620
MEM 13723.171875 1708463578.9625
MEM 13819.175781 1708463579.0632
MEM 13557.875000 1708463579.1635
MEM 13547.957031 1708463579.2640
MEM 13550.265625 1708463579.3646
MEM 13552.140625 1708463579.4648
MEM 13554.390625 1708463579.5653
MEM 13556.640625 1708463579.6655
MEM 13558.890625 1708463579.7660
MEM 13560.765625 1708463579.8664
MEM 13563.183594 1708463579.9667
MEM 13565.058594 1708463580.0669
MEM 13567.308594 1708463580.1671
MEM 13569.558594 1708463580.2674
MEM 13572.183594 1708463580.3677
MEM 13574.441406 1708463580.4683
MEM 13576.316406 1708463580.5685
MEM 13578.292969 1708463580.6688
MEM 13580.605469 1708463580.7692
MEM 13582.480469 1708463580.8696
MEM 13585.105469 1708463580.9700
MEM 13587.355469 1708463581.0704
MEM 13589.609375 1708463581.1708
MEM 13591.863281 1708463581.2711
MEM 13594.281250 1708463581.3714
MEM 13596.535156 1708463581.4719
MEM 13599.160156 1708463581.5721
MEM 13601.101562 1708463581.6727
MEM 13603.285156 1708463581.7732
MEM 13605.539062 1708463581.8738
MEM 13607.417969 1708463581.9741
MEM 13688.476562 1708463582.0747
MEM 13784.464844 1708463582.1750
MEM 13913.417969 1708463582.2753
MEM 13883.578125 1708463582.3759
MEM 14039.039062 1708463582.4764
MEM 13979.519531 1708463582.5768
MEM 13979.519531 1708463582.6773
MEM 13979.519531 1708463582.7777
MEM 13979.519531 1708463582.8783
MEM 13591.417969 1708463582.9789
MEM 13687.433594 1708463583.0794
MEM 13879.441406 1708463583.1797
MEM 13828.132812 1708463583.2805
MEM 13783.437500 1708463583.3812
MEM 13783.437500 1708463583.4818
MEM 13879.441406 1708463583.5823
MEM 13794.160156 1708463583.6830
MEM 13783.437500 1708463583.7834
MEM 13841.441406 1708463583.8840
MEM 13825.898438 1708463583.9843
MEM 13783.437500 1708463584.0847
MEM 13845.441406 1708463584.1854
MEM 13879.441406 1708463584.2859
MEM 13805.183594 1708463584.3864
MEM 13783.437500 1708463584.4871
MEM 13783.437500 1708463584.5880
MEM 13783.437500 1708463584.6884
MEM 13879.441406 1708463584.7888
MEM 13819.085938 1708463584.8894
MEM 13783.437500 1708463584.9897
MEM 13783.437500 1708463585.0904
MEM 13879.441406 1708463585.1909
MEM 13879.441406 1708463585.2915
MEM 13824.523438 1708463585.3918
MEM 13783.437500 1708463585.4923
MEM 13783.437500 1708463585.5927
MEM 13879.441406 1708463585.6934
MEM 13864.664062 1708463585.7938
MEM 13783.437500 1708463585.8942
MEM 13783.437500 1708463585.9949
MEM 13875.441406 1708463586.0951
MEM 13879.441406 1708463586.1955
MEM 13811.964844 1708463586.2959
MEM 13783.437500 1708463586.3965
MEM 13783.437500 1708463586.4972
MEM 13879.441406 1708463586.5976
MEM 13871.437500 1708463586.6979
MEM 13879.441406 1708463586.7982
MEM 13836.414062 1708463586.8987
MEM 13879.441406 1708463586.9990
MEM 13783.437500 1708463587.0994
MEM 13783.437500 1708463587.1998
MEM 13879.441406 1708463587.3001
MEM 13783.437500 1708463587.4004
MEM 13879.441406 1708463587.5007
MEM 13870.695312 1708463587.6011
MEM 13795.617188 1708463587.7014
MEM 13783.437500 1708463587.8017
MEM 13841.441406 1708463587.9023
MEM 13783.437500 1708463588.0030
MEM 13794.148438 1708463588.1036
MEM 13784.285156 1708463588.2040
MEM 13786.542969 1708463588.3046
MEM 13788.417969 1708463588.4052
MEM 13790.667969 1708463588.5056
MEM 13792.917969 1708463588.6059
MEM 13794.792969 1708463588.7061
MEM 13797.046875 1708463588.8063
MEM 13799.296875 1708463588.9068
MEM 13801.710938 1708463589.0070
MEM 13804.335938 1708463589.1076
MEM 13806.585938 1708463589.2079
MEM 13808.835938 1708463589.3082
MEM 13811.085938 1708463589.4087
MEM 13813.335938 1708463589.5093
MEM 13815.585938 1708463589.6098
MEM 13818.007812 1708463589.7102
MEM 13819.882812 1708463589.8105
MEM 13821.816406 1708463589.9109
MEM 13824.007812 1708463590.0114
MEM 13826.257812 1708463590.1121
MEM 13828.511719 1708463590.2123
MEM 13830.761719 1708463590.3128
MEM 13833.550781 1708463590.4132
MEM 13835.429688 1708463590.5136
MEM 13837.679688 1708463590.6140
MEM 13839.929688 1708463590.7145
MEM 13842.179688 1708463590.8149
MEM 13844.433594 1708463590.9153
MEM 13846.683594 1708463591.0157
MEM 13941.093750 1708463591.1162
MEM 13856.820312 1708463591.2166
MEM 13863.679688 1708463591.3172
MEM 13952.492188 1708463591.4175
MEM 14141.871094 1708463591.5177
MEM 14386.054688 1708463591.6181
MEM 14043.156250 1708463591.7186
MEM 14043.156250 1708463591.8193
MEM 14043.156250 1708463591.9198
MEM 13655.054688 1708463592.0201
MEM 13699.332031 1708463592.1206
MEM 13943.066406 1708463592.2212
MEM 13936.964844 1708463592.3219
MEM 13869.757812 1708463592.4224
MEM 13943.066406 1708463592.5226
MEM 13847.062500 1708463592.6231
MEM 13847.062500 1708463592.7235
MEM 13943.066406 1708463592.8236
MEM 13847.062500 1708463592.9241
MEM 13943.066406 1708463593.0246
MEM 13847.062500 1708463593.1251
MEM 13847.062500 1708463593.2256
MEM 13943.066406 1708463593.3259
MEM 13943.066406 1708463593.4265
MEM 13943.066406 1708463593.5271
MEM 13943.066406 1708463593.6278
MEM 13943.066406 1708463593.7283
MEM 13934.957031 1708463593.8289
MEM 13876.417969 1708463593.9294
MEM 13847.062500 1708463594.0298
MEM 13865.066406 1708463594.1302
MEM 13943.066406 1708463594.2304
MEM 13888.394531 1708463594.3312
MEM 13847.062500 1708463594.4314
MEM 13847.062500 1708463594.5319
MEM 13943.066406 1708463594.6323
MEM 13935.566406 1708463594.7326
MEM 13847.203125 1708463594.8332
MEM 13847.062500 1708463594.9337
MEM 13847.062500 1708463595.0344
MEM 13943.066406 1708463595.1350
MEM 13921.855469 1708463595.2355
MEM 13849.828125 1708463595.3358
MEM 13847.062500 1708463595.4362
MEM 13865.066406 1708463595.5368
MEM 13943.066406 1708463595.6370
MEM 13890.218750 1708463595.7378
MEM 13847.062500 1708463595.8383
MEM 13847.062500 1708463595.9388
MEM 13943.066406 1708463596.0395
MEM 13904.828125 1708463596.1400
MEM 13853.738281 1708463596.2404
MEM 13847.062500 1708463596.3408
MEM 13847.062500 1708463596.4412
MEM 13943.066406 1708463596.5415
MEM 13923.304688 1708463596.6423
MEM 13847.062500 1708463596.7428
MEM 13848.960938 1708463596.8432
MEM 13857.722656 1708463596.9437
MEM 13849.093750 1708463597.0441
MEM 13850.968750 1708463597.1446
MEM 13853.218750 1708463597.2449
MEM 13855.468750 1708463597.3452
MEM 13857.343750 1708463597.4456
MEM 13859.593750 1708463597.5460
MEM 13861.468750 1708463597.6465
MEM 13863.507812 1708463597.7467
MEM 13865.382812 1708463597.8472
MEM 13867.632812 1708463597.9477
MEM 13869.507812 1708463598.0482
MEM 13871.757812 1708463598.1484
MEM 13873.632812 1708463598.2490
MEM 13875.507812 1708463598.3496
MEM 13877.757812 1708463598.4500
MEM 13879.796875 1708463598.5506
MEM 13881.679688 1708463598.6513
MEM 13883.929688 1708463598.7519
MEM 13886.503906 1708463598.8521
MEM 13888.054688 1708463598.9528
MEM 13889.929688 1708463599.0533
MEM 13891.812500 1708463599.1539
MEM 13893.917969 1708463599.2543
MEM 13896.500000 1708463599.3547
MEM 13898.738281 1708463599.4554
MEM 13901.000000 1708463599.5558
MEM 13903.250000 1708463599.6563
MEM 13905.125000 1708463599.7568
MEM 13907.000000 1708463599.8574
MEM 13908.894531 1708463599.9579
MEM 13911.308594 1708463600.0583
MEM 13913.191406 1708463600.1589
MEM 13915.441406 1708463600.2594
MEM 13917.316406 1708463600.3596
MEM 13919.191406 1708463600.4602
MEM 13921.441406 1708463600.5605
MEM 13923.316406 1708463600.6607
MEM 13925.292969 1708463600.7611
MEM 13927.230469 1708463600.8615
MEM 13929.105469 1708463600.9620
MEM 13931.355469 1708463601.0624
MEM 13933.605469 1708463601.1630
MEM 13934.738281 1708463601.2635
MEM 13839.804688 1708463601.3638
MEM 14032.972656 1708463601.4639
MEM 13971.648438 1708463601.5647
MEM 14023.277344 1708463601.6653
MEM 14263.679688 1708463601.7661
MEM 14130.832031 1708463601.8663
MEM 14130.832031 1708463601.9669
MEM 14130.832031 1708463602.0673
MEM 14130.832031 1708463602.1676
MEM 13742.730469 1708463602.2681
MEM 13865.753906 1708463602.3686
